Stimulus,Repetition,TrialNumber,SpikeTimes
13,7,91,-0.344641
13,7,91,-0.342581
13,7,91,-0.300941
13,7,91,0.117015
13,7,91,0.161575
13,7,91,0.63301
7,7,49,-0.239753
7,7,49,-0.237893
7,7,49,-0.235374
7,7,49,-0.231112
7,7,49,-0.221731
7,7,49,0.083442
7,7,49,0.367401
7,7,49,0.369961
2,7,14,0.038013
10,7,70,-0.306953
10,7,70,0.427138
6,7,42,-0.482204
6,7,42,-0.470383
6,7,42,0.534845
6,7,42,0.536623
6,7,42,0.538925
6,7,42,0.677523
4,7,28,-0.369838
4,7,28,0.121218
4,7,28,0.132378
4,7,28,0.194037
4,7,28,0.585813
4,7,28,0.712832
20,7,140,-0.428586
20,7,140,-0.311928
20,7,140,-0.26915
20,7,140,-0.039211
20,7,140,-0.015352
20,7,140,0.321683
20,7,140,0.342103
20,7,140,0.595422
20,7,140,0.61746
20,7,140,0.7116
20,7,140,0.745601
18,7,126,0.00163899999999995
18,7,126,0.00423699999999994
18,7,126,0.055995
18,7,126,0.268235
18,7,126,0.295373
18,7,126,0.594692
18,7,126,0.599909
18,7,126,0.700071
15,7,105,-0.426827
15,7,105,-0.168853
15,7,105,-0.093272
15,7,105,0.0124259999999999
15,7,105,0.129187
15,7,105,0.138483
15,7,105,0.198265
15,7,105,0.224124
15,7,105,0.237904
15,7,105,0.495462
15,7,105,0.510221
15,7,105,0.564201
15,7,105,0.58882
15,7,105,0.60132
15,7,105,0.60844
15,7,105,0.630959
15,7,105,0.667939
15,7,105,0.68784
14,7,98,-0.471979
14,7,98,-0.41086
14,7,98,-0.397021
14,7,98,-0.34006
14,7,98,-0.302881
14,7,98,-0.229343
14,7,98,-0.183182
14,7,98,-0.145362
14,7,98,0.0837129999999999
14,7,98,0.101713
14,7,98,0.116895
14,7,98,0.130352
14,7,98,0.146434
14,7,98,0.154412
14,7,98,0.158033
14,7,98,0.166894
14,7,98,0.174951
14,7,98,0.181193
14,7,98,0.188194
14,7,98,0.194952
14,7,98,0.199914
14,7,98,0.208432
14,7,98,0.211752
14,7,98,0.214053
14,7,98,0.218632
14,7,98,0.222074
14,7,98,0.235171
14,7,98,0.243472
14,7,98,0.250213
14,7,98,0.253793
14,7,98,0.256272
14,7,98,0.25857
14,7,98,0.263271
14,7,98,0.276072
14,7,98,0.295271
14,7,98,0.323871
14,7,98,0.354231
14,7,98,0.372213
14,7,98,0.41321
14,7,98,0.575149
14,7,98,0.606609
14,7,98,0.623748
14,7,98,0.736928
11,7,77,-0.37661
11,7,77,-0.31447
11,7,77,-0.176813
11,7,77,-0.053535
11,7,77,-0.022595
11,7,77,0.178904
11,7,77,0.5816
12,7,84,-0.482182
12,7,84,-0.457319
12,7,84,-0.432101
12,7,84,-0.414902
12,7,84,-0.379121
12,7,84,-0.364322
12,7,84,-0.360103
12,7,84,-0.347561
12,7,84,-0.308483
12,7,84,-0.250442
12,7,84,-0.220522
12,7,84,0.135892
12,7,84,0.204954
12,7,84,0.279432
12,7,84,0.330151
12,7,84,0.348129
5,7,35,-0.380392
5,7,35,0.0851029999999999
5,7,35,0.117621
5,7,35,0.161763
5,7,35,0.167162
5,7,35,0.17574
5,7,35,0.19334
5,7,35,0.2375
5,7,35,0.24238
5,7,35,0.2483
5,7,35,0.276782
5,7,35,0.503337
5,7,35,0.539618
5,7,35,0.566197
5,7,35,0.584236
5,7,35,0.601018
5,7,35,0.627717
5,7,35,0.657055
5,7,35,0.685896
5,7,35,0.735695
21,7,147,-0.469443
21,7,147,-0.446562
21,7,147,-0.413662
21,7,147,-0.312282
21,7,147,-0.160626
21,7,147,-0.117606
21,7,147,-0.085927
21,7,147,-0.055085
21,7,147,0.000852999999999993
21,7,147,0.058072
21,7,147,0.073812
21,7,147,0.382609
21,7,147,0.552587
21,7,147,0.582648
21,7,147,0.672828
21,7,147,0.690464
21,7,147,0.720505
19,7,133,-0.485272
19,7,133,-0.415993
19,7,133,-0.398714
19,7,133,-0.364775
19,7,133,-0.338394
19,7,133,-0.148836
19,7,133,0.462298
19,7,133,0.464878
19,7,133,0.589696
19,7,133,0.612356
19,7,133,0.676154
1,7,7,-0.497604
1,7,7,-0.469483
1,7,7,-0.459505
1,7,7,-0.425064
1,7,7,-0.333004
1,7,7,-0.319466
1,7,7,-0.261704
1,7,7,-0.227026
1,7,7,-0.203248
1,7,7,-0.187286
1,7,7,-0.176406
1,7,7,-0.154247
1,7,7,-0.148386
1,7,7,-0.131526
1,7,7,-0.060768
1,7,7,-0.04277
1,7,7,-0.01431
1,7,7,0.0622509999999999
1,7,7,0.073191
1,7,7,0.0785509999999999
1,7,7,0.0929909999999999
1,7,7,0.115209
1,7,7,0.131148
1,7,7,0.140411
1,7,7,0.154109
1,7,7,0.169508
1,7,7,0.268548
1,7,7,0.619767
16,7,112,-0.404695
16,7,112,-0.334817
16,7,112,-0.220657
16,7,112,-0.132337
16,7,112,-0.101596
16,7,112,0.124999
16,7,112,0.465517
8,7,56,0.106609
8,7,56,0.296366
8,7,56,0.500744
3,7,21,-0.355778
3,7,21,-0.097398
3,7,21,-0.071962
3,7,21,-0.027922
3,7,21,0.082117
3,7,21,0.0934579999999999
3,7,21,0.112357
3,7,21,0.123957
3,7,21,0.147216
3,7,21,0.175117
3,7,21,0.183215
3,7,21,0.195175
3,7,21,0.225957
3,7,21,0.237816
3,7,21,0.271716
3,7,21,0.541293
